message_id,channel_name,image_path,detected_class,confidence_score,image_category
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,laptop,0.3535,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,laptop,0.3452,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,laptop,0.3415,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,chair,0.3219,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,chair,0.2983,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,laptop,0.2937,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,chair,0.29,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,person,0.2867,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,laptop,0.2747,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,person,0.2713,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,chair,0.2699,lifestyle
106519,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106519.jpg,chair,0.2556,lifestyle
106520,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106520.jpg,kite,0.3643,other
106521,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106521.jpg,none,0.0,other
106522,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106522.jpg,none,0.0,other
106523,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106523.jpg,person,0.5533,lifestyle
106523,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106523.jpg,person,0.3216,lifestyle
106528,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106528.jpg,umbrella,0.3899,other
106528,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106528.jpg,tie,0.2641,other
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.8988,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.8663,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.7975,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.6995,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.6727,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.6268,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.5802,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.5733,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.465,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.381,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.3756,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.3545,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.3106,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.2825,lifestyle
106529,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106529.jpg,person,0.2558,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.8186,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.7243,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.7017,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.6026,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.5425,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.397,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.3684,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.3244,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.3112,lifestyle
106530,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106530.jpg,person,0.3101,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.8708,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.846,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.8438,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.7708,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.7114,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.7038,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.677,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.6682,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.634,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.6075,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.5966,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.4889,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.4873,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.4567,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.4351,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.333,lifestyle
106531,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106531.jpg,person,0.3296,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.8525,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.6561,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.6206,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.5138,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.4443,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.4435,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.4285,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.3704,lifestyle
106540,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106540.jpg,person,0.2539,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.7122,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.6328,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.6208,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.5081,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.4701,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.4554,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.4028,lifestyle
106541,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106541.jpg,person,0.2546,lifestyle
106542,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106542.jpg,person,0.8218,promotional
106542,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106542.jpg,person,0.7046,promotional
106542,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106542.jpg,person,0.6589,promotional
106542,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106542.jpg,book,0.478,promotional
106542,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106542.jpg,person,0.459,promotional
106542,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106542.jpg,chair,0.394,promotional
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.8896,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.8327,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.8175,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.6988,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.4478,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.3097,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.3028,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,sheep,0.2925,lifestyle
106543,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106543.jpg,person,0.2602,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.8417,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.7234,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.675,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.538,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.511,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.4824,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.4462,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.4432,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.2832,lifestyle
106544,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106544.jpg,person,0.2596,lifestyle
106545,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106545.jpg,person,0.7393,promotional
106545,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106545.jpg,person,0.6972,promotional
106545,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106545.jpg,tie,0.6008,promotional
106545,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106545.jpg,book,0.3347,promotional
106547,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106547.jpg,person,0.937,lifestyle
106547,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106547.jpg,tv,0.4111,lifestyle
106548,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106548.jpg,person,0.746,lifestyle
106548,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106548.jpg,person,0.6159,lifestyle
106548,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106548.jpg,person,0.5605,lifestyle
106548,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106548.jpg,backpack,0.4633,lifestyle
106548,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106548.jpg,person,0.3429,lifestyle
106548,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106548.jpg,person,0.3215,lifestyle
106548,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106548.jpg,person,0.2675,lifestyle
106549,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106549.jpg,person,0.7999,lifestyle
106549,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106549.jpg,person,0.6965,lifestyle
106549,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106549.jpg,person,0.4578,lifestyle
106549,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106549.jpg,person,0.3821,lifestyle
106549,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106549.jpg,person,0.3776,lifestyle
106550,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106550.jpg,airplane,0.304,other
106551,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106551.jpg,person,0.9021,lifestyle
106552,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106552.jpg,none,0.0,other
106553,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106553.jpg,none,0.0,other
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.9075,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.8168,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.6709,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.6312,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.5836,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.4812,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.4478,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.4265,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.3527,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.3343,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.2746,lifestyle
106554,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106554.jpg,person,0.2725,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,person,0.8128,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,person,0.7528,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,person,0.7058,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,person,0.6941,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,cow,0.6614,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,person,0.6596,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,person,0.5545,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,cow,0.5388,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,person,0.4943,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,cow,0.4576,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,cow,0.4397,lifestyle
106555,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106555.jpg,umbrella,0.3838,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.9045,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.7988,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.6772,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.6337,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.6183,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.5587,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.4595,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.3821,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.3335,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.2958,lifestyle
106556,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106556.jpg,person,0.2933,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,person,0.8174,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,person,0.7638,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,person,0.7511,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,person,0.7143,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,person,0.7041,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,person,0.5709,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.5594,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.5573,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,person,0.5543,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.4741,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.4522,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.4003,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.3823,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,umbrella,0.3751,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.3583,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.3202,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.3102,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.2954,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.2857,lifestyle
106557,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106557.jpg,cow,0.2725,lifestyle
106558,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106558.jpg,person,0.8304,lifestyle
106558,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106558.jpg,tie,0.6325,lifestyle
106558,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106558.jpg,person,0.4795,lifestyle
106559,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106559.jpg,none,0.0,other
106560,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106560.jpg,none,0.0,other
106561,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106561.jpg,none,0.0,other
106564,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106564.jpg,none,0.0,other
106565,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106565.jpg,person,0.8304,lifestyle
106565,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106565.jpg,tie,0.6325,lifestyle
106565,Tikvah_Pharma,data\raw\images\Tikvah_Pharma\106565.jpg,person,0.4795,lifestyle
1377,YetenaWeg,data\raw\images\YetenaWeg\1377.jpg,none,0.0,other
1378,YetenaWeg,data\raw\images\YetenaWeg\1378.jpg,none,0.0,other
1379,YetenaWeg,data\raw\images\YetenaWeg\1379.jpg,person,0.3476,lifestyle
1380,YetenaWeg,data\raw\images\YetenaWeg\1380.jpg,none,0.0,other
1382,YetenaWeg,data\raw\images\YetenaWeg\1382.jpg,none,0.0,other
1383,YetenaWeg,data\raw\images\YetenaWeg\1383.jpg,none,0.0,other
1384,YetenaWeg,data\raw\images\YetenaWeg\1384.jpg,person,0.4074,lifestyle
1384,YetenaWeg,data\raw\images\YetenaWeg\1384.jpg,person,0.3567,lifestyle
1385,YetenaWeg,data\raw\images\YetenaWeg\1385.jpg,kite,0.414,other
1386,YetenaWeg,data\raw\images\YetenaWeg\1386.jpg,none,0.0,other
1387,YetenaWeg,data\raw\images\YetenaWeg\1387.jpg,none,0.0,other
1389,YetenaWeg,data\raw\images\YetenaWeg\1389.jpg,none,0.0,other
1390,YetenaWeg,data\raw\images\YetenaWeg\1390.jpg,none,0.0,other
1391,YetenaWeg,data\raw\images\YetenaWeg\1391.jpg,cake,0.4332,other
1392,YetenaWeg,data\raw\images\YetenaWeg\1392.jpg,umbrella,0.3095,other
1393,YetenaWeg,data\raw\images\YetenaWeg\1393.jpg,cake,0.2645,other
1394,YetenaWeg,data\raw\images\YetenaWeg\1394.jpg,none,0.0,other
1395,YetenaWeg,data\raw\images\YetenaWeg\1395.jpg,none,0.0,other
1401,YetenaWeg,data\raw\images\YetenaWeg\1401.jpg,clock,0.2876,other
1402,YetenaWeg,data\raw\images\YetenaWeg\1402.jpg,clock,0.3415,other
1409,YetenaWeg,data\raw\images\YetenaWeg\1409.jpg,person,0.3836,lifestyle
1409,YetenaWeg,data\raw\images\YetenaWeg\1409.jpg,refrigerator,0.3563,lifestyle
1409,YetenaWeg,data\raw\images\YetenaWeg\1409.jpg,person,0.3192,lifestyle
1409,YetenaWeg,data\raw\images\YetenaWeg\1409.jpg,person,0.3112,lifestyle
1410,YetenaWeg,data\raw\images\YetenaWeg\1410.jpg,none,0.0,other
1411,YetenaWeg,data\raw\images\YetenaWeg\1411.jpg,refrigerator,0.2558,other
1412,YetenaWeg,data\raw\images\YetenaWeg\1412.jpg,person,0.8175,lifestyle
1413,YetenaWeg,data\raw\images\YetenaWeg\1413.jpg,person,0.8265,lifestyle
1414,YetenaWeg,data\raw\images\YetenaWeg\1414.jpg,person,0.6458,lifestyle
1414,YetenaWeg,data\raw\images\YetenaWeg\1414.jpg,person,0.3665,lifestyle
1415,YetenaWeg,data\raw\images\YetenaWeg\1415.jpg,person,0.6757,promotional
1415,YetenaWeg,data\raw\images\YetenaWeg\1415.jpg,book,0.2783,promotional
1415,YetenaWeg,data\raw\images\YetenaWeg\1415.jpg,knife,0.2602,promotional
1416,YetenaWeg,data\raw\images\YetenaWeg\1416.jpg,person,0.9269,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,person,0.8106,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,person,0.6876,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,chair,0.6641,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,person,0.6453,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,person,0.6228,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,dining table,0.5892,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,chair,0.5537,lifestyle
1418,YetenaWeg,data\raw\images\YetenaWeg\1418.jpg,chair,0.3974,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,person,0.8123,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,person,0.6953,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,chair,0.6652,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,person,0.6445,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,person,0.6295,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,dining table,0.5821,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,chair,0.5384,lifestyle
1419,YetenaWeg,data\raw\images\YetenaWeg\1419.jpg,chair,0.3961,lifestyle
1420,YetenaWeg,data\raw\images\YetenaWeg\1420.jpg,person,0.7187,lifestyle
1420,YetenaWeg,data\raw\images\YetenaWeg\1420.jpg,person,0.4574,lifestyle
1420,YetenaWeg,data\raw\images\YetenaWeg\1420.jpg,hot dog,0.3218,lifestyle
1421,YetenaWeg,data\raw\images\YetenaWeg\1421.jpg,person,0.6486,lifestyle
1421,YetenaWeg,data\raw\images\YetenaWeg\1421.jpg,hot dog,0.3887,lifestyle
1421,YetenaWeg,data\raw\images\YetenaWeg\1421.jpg,person,0.3484,lifestyle
1422,YetenaWeg,data\raw\images\YetenaWeg\1422.jpg,person,0.8449,promotional
1422,YetenaWeg,data\raw\images\YetenaWeg\1422.jpg,cup,0.6619,promotional
1422,YetenaWeg,data\raw\images\YetenaWeg\1422.jpg,book,0.6012,promotional
1422,YetenaWeg,data\raw\images\YetenaWeg\1422.jpg,laptop,0.3488,promotional
1423,YetenaWeg,data\raw\images\YetenaWeg\1423.jpg,person,0.8633,promotional
1423,YetenaWeg,data\raw\images\YetenaWeg\1423.jpg,book,0.6481,promotional
1423,YetenaWeg,data\raw\images\YetenaWeg\1423.jpg,cup,0.3586,promotional
1423,YetenaWeg,data\raw\images\YetenaWeg\1423.jpg,laptop,0.3292,promotional
1428,YetenaWeg,data\raw\images\YetenaWeg\1428.jpg,none,0.0,other
1429,YetenaWeg,data\raw\images\YetenaWeg\1429.jpg,person,0.8384,lifestyle
1430,YetenaWeg,data\raw\images\YetenaWeg\1430.jpg,book,0.3621,product_display
1431,YetenaWeg,data\raw\images\YetenaWeg\1431.jpg,none,0.0,other
1432,YetenaWeg,data\raw\images\YetenaWeg\1432.jpg,book,0.3016,product_display
1433,YetenaWeg,data\raw\images\YetenaWeg\1433.jpg,person,0.8704,lifestyle
1434,YetenaWeg,data\raw\images\YetenaWeg\1434.jpg,none,0.0,other
1435,YetenaWeg,data\raw\images\YetenaWeg\1435.jpg,none,0.0,other
